253.000000,91.000000,39.000000,42.000000
252.000000,90.000000,39.000000,42.000000
250.000000,89.000000,40.000000,43.000000
250.000000,87.000000,41.000000,44.000000
249.000000,86.000000,41.000000,44.000000
248.000000,86.000000,40.000000,43.000000
246.000000,84.000000,41.000000,44.000000
244.000000,82.000000,41.000000,44.000000
243.000000,81.000000,41.000000,44.000000
241.000000,77.000000,43.000000,46.000000
240.000000,77.000000,42.000000,45.000000
239.000000,76.000000,42.000000,45.000000
238.000000,74.000000,42.000000,45.000000
238.000000,73.000000,41.000000,44.000000
236.000000,71.000000,41.000000,44.000000
235.000000,70.000000,41.000000,44.000000
232.000000,68.000000,42.000000,45.000000
232.000000,68.000000,42.000000,45.000000
230.000000,65.000000,43.000000,46.000000
229.000000,64.000000,43.000000,46.000000
226.000000,63.000000,43.000000,47.000000
224.000000,62.000000,43.000000,47.000000
221.000000,60.000000,44.000000,48.000000
220.000000,59.000000,45.000000,49.000000
219.000000,57.000000,46.000000,50.000000
219.000000,56.000000,46.000000,50.000000
218.000000,53.000000,48.000000,52.000000
218.000000,52.000000,49.000000,53.000000
217.000000,48.000000,49.000000,53.000000
215.000000,47.000000,50.000000,54.000000
212.000000,44.000000,50.000000,54.000000
212.000000,44.000000,51.000000,55.000000
209.000000,41.000000,51.000000,55.000000
209.000000,40.000000,51.000000,55.000000
207.000000,38.000000,53.000000,57.000000
204.000000,35.000000,53.000000,57.000000
203.000000,33.000000,54.000000,58.000000
202.000000,30.000000,54.000000,58.000000
199.000000,29.000000,54.000000,58.000000
198.000000,26.000000,54.000000,58.000000
195.000000,26.000000,54.000000,58.000000
194.000000,25.000000,55.000000,59.000000
193.000000,24.000000,56.000000,61.000000
193.000000,23.000000,57.000000,62.000000
192.000000,22.000000,57.000000,62.000000
191.000000,21.000000,59.000000,63.000000
192.000000,18.000000,60.000000,64.000000
192.000000,18.000000,60.000000,64.000000
194.000000,17.000000,61.000000,66.000000
194.000000,17.000000,61.000000,66.000000
195.000000,19.000000,62.000000,67.000000
196.000000,17.000000,61.000000,66.000000
197.000000,19.000000,62.000000,67.000000
195.000000,17.000000,62.000000,67.000000
197.000000,17.000000,62.000000,67.000000
197.000000,15.000000,62.000000,67.000000
200.000000,13.000000,61.000000,66.000000
202.000000,12.000000,60.000000,64.000000
204.000000,12.000000,60.000000,64.000000
206.000000,11.000000,61.000000,66.000000
209.000000,13.000000,61.000000,66.000000
209.000000,15.000000,61.000000,66.000000
212.000000,21.000000,61.000000,66.000000
219.000000,40.000000,62.000000,67.000000
222.000000,48.000000,62.000000,67.000000
233.000000,67.000000,62.000000,67.000000
249.000000,62.000000,62.000000,67.000000
260.000000,51.000000,62.000000,67.000000
266.000000,38.000000,62.000000,67.000000
266.000000,16.000000,63.000000,68.000000
274.000000,5.000000,63.000000,68.000000
282.000000,-5.000000,63.000000,68.000000
294.000000,-14.000000,65.000000,70.000000
298.000000,-10.000000,63.000000,68.000000
300.000000,-7.000000,63.000000,68.000000
287.000000,22.000000,62.000000,67.000000
294.000000,24.000000,61.000000,66.000000
302.000000,27.000000,61.000000,66.000000
310.000000,35.000000,61.000000,66.000000
324.000000,46.000000,61.000000,66.000000
315.000000,51.000000,61.000000,66.000000
320.000000,49.000000,61.000000,66.000000
326.000000,44.000000,60.000000,64.000000
326.000000,53.000000,60.000000,64.000000
326.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
322.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
324.000000,53.000000,60.000000,64.000000
